RA,Ano,Fase,fase_num,Fase_Ideal,Defasagem,INDE_ano,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Mat,Por,Ing,Idade,ano_nasc_obs,Gênero,Ano ingresso,Pedra_ano,Instituicao,Pedra20,Pedra21,Pedra22_hist,Pedra23_hist,INDE22_hist,INDE23_hist,Atingiu_PV,Rec_Psicologia,ano_nasc,idade_padronizada,Fase_Ideal_base,Defasagem_base,fase_ideal_num,IDA_original,IPP_origem,_ipp_reconstruido_invalido,_recuperado_algebrico,excluir_tudo,n_feat_modelo,motivo_exclusao_modelo,excluir_modelo
RA-170,2024,4R,4,6,-2,7.646383333300001,9.168,8.5,5.635,7.604166667,8.0,8.028333333,5.0,10.0,6.5,7.5,16.0,2008,Feminino,2021,Ametista,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ágata,Ametista,7.006941758454106,7.062433333,,,2008,16,Fase 5 (1° EM),-1,6,8.0,coletado,False,,False,5,,False
RA-1597,2024,4R,4,6,-2,6.7187063492,7.5,8.412698412666666,7.51,8.125,2.8,8.28,5.0,2.0,0.0,6.5,16.0,2008,Feminino,2024,Agata,Pública,,,,,,,,,2008,16,Fase 5 (1° EM),-1,6,2.8333333333333335,coletado,False,,False,5,,False
RA-1171,2024,4R,4,5,-1,7.6236817459,8.334,7.230158729999999,7.51,8.645833333,7.5,8.643333333,5.0,5.0,9.5,8.0,15.0,2009,Masculino,2023,Ametista,Pública,,,,Ametista,,7.856033333,,,2009,15,Fase 5 (1° EM),-1,5,7.5,coletado,False,,False,5,,False
RA-116,2024,5A,5,8,-3,6.337470707133334,8.334,7.535353535666666,5.635,6.875,4.5,6.73,2.5,6.5,2.0,5.0,18.0,2006,Feminino,2021,Agata,Pública,Ametista,Ágata,Ágata,Agata,6.854039584291188,6.433075,,,2006,18,Fase 7 (3° EM),-2,8,4.5,coletado,False,,False,5,,False
RA-217,2024,5A,5,7,-2,7.4209164502,8.334,8.917748917666666,6.26,7.125,7.8,6.994,5.0,9.0,7.0,7.5,17.0,2007,Feminino,2021,Ametista,Privada - Programa de Apadrinhamento,,Ametista,Ametista,Agata,7.3965272777777775,6.96965,,,2007,17,Fase 6 (2° EM),-1,7,7.833333333333333,coletado,False,,False,5,,False
RA-103,2024,5A,5,5,0,8.775268254,8.334,9.603174603333335,6.26,7.875,9.2,8.872,10.0,9.0,9.0,9.5,15.0,2009,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ágata,Ametista,Topázio,Topázio,8.107440578115117,8.0239,,,2009,15,Fase 5 (1° EM),0,5,9.166666666666666,coletado,False,,False,5,,False
RA-178,2024,5A,5,5,0,7.234168831200001,9.585,8.739177489333334,6.26,7.625,4.2,6.53,10.0,2.5,2.5,7.5,16.0,2008,Feminino,2021,Ametista,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ágata,Ametista,7.024874570707071,7.406658333,,,2009,15,Fase 5 (1° EM),0,5,4.166666666666667,coletado,False,,False,5,,False
RA-1172,2024,5A,5,7,-2,5.719565079333334,7.5,6.0634920633333325,6.26,7.25,3.3,6.196,5.0,0.0,5.0,5.0,17.0,2007,Feminino,2023,Quartzo,Pública,,,,Ametista,,7.030108333,,,2007,17,Fase 6 (2° EM),-1,7,3.3333333333333335,coletado,False,,False,5,,False
RA-180,2024,5A,5,4,1,8.801463636333335,9.168,9.431818181666666,7.51,8.125,8.5,8.674,10.0,9.0,8.5,8.0,14.0,2010,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,Topázio,8.441663515948964,8.283216667,,,2010,14,Fase 3 (7° e 8° ano),2,4,8.5,coletado,False,,False,5,,False
RA-181,2024,5A,5,5,0,7.439841414133334,7.5,8.737373737333334,6.26,7.625,4.3,8.436,10.0,0.0,7.5,5.5,15.0,2009,Feminino,2021,Ametista,Privada - Programa de Apadrinhamento,Topázio,Ametista,Topázio,Ametista,8.622797438146648,7.671208333,,,2009,15,Fase 5 (1° EM),0,5,4.333333333333333,coletado,False,,False,5,,False
RA-121,2024,5A,5,8,-3,7.476158297266668,8.751,8.152958153,6.26,7.25,8.8,6.764,2.5,7.5,9.0,10.0,17.0,2006,Feminino,2021,Ametista,Pública,,Ágata,Ametista,Agata,7.244678043887148,6.811875,,,2006,18,Fase 7 (3° EM),-2,8,8.833333333333334,coletado,False,,False,5,,False
RA-211,2024,5A,5,5,0,8.283601875933334,9.585,9.379509379666667,7.51,7.25,7.0,7.866,10.0,5.5,6.5,9.0,15.0,2009,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,,Topázio,Topázio,Topázio,8.464935044778892,8.024791667,,,2009,15,Fase 5 (1° EM),0,5,7.0,coletado,False,,False,5,,False
RA-1198,2024,5A,5,7,-2,6.9217748918,8.751,9.458874459,7.51,7.375,3.5,7.332,5.0,0.0,1.0,9.5,17.0,2007,Feminino,2023,Agata,Pública,,,,Ametista,,7.515233333,,,2007,17,Fase 6 (2° EM),-1,7,3.5,coletado,False,,False,5,,False
RA-110,2024,5A,5,6,-1,8.6324939394,9.168,9.696969697,6.255,7.5,8.5,8.504,5.0,10.0,7.0,8.5,16.0,2008,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,Topázio,8.149929726333543,8.0879,,,2008,16,Fase 5 (1° EM),0,6,8.5,coletado,False,,False,5,,False
RA-189,2024,5A,5,6,-1,8.586533333333334,10.0,10.0,6.255,6.875,8.2,8.2,5.0,7.0,7.5,10.0,15.0,2008,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,Ametista,7.628620754385966,7.727325,,,2008,16,Fase 5 (1° EM),0,6,8.166666666666666,coletado,False,,False,5,,False
RA-127,2024,5A,5,6,-1,8.5605939394,8.751,9.488636363666666,7.51,7.625,7.8,8.538,5.0,10.0,3.5,10.0,16.0,2008,Feminino,2022,Topázio,Privada - Programa de Apadrinhamento,,,Topázio,Ametista,8.28325764036921,7.91935,,,2008,16,Fase 5 (1° EM),0,6,7.833333333333333,coletado,False,,False,5,,False
RA-115,2024,5A,5,8,-3,5.404184695733334,7.917,4.164756812,6.26,6.75,4.2,5.726,2.5,6.5,4.5,1.5,17.0,2006,Feminino,2021,Quartzo,Pública,Ametista,Ametista,Quartzo,Agata,5.885500876499922,6.319141667,,,2006,18,Fase 7 (3° EM),-2,8,4.166666666666667,coletado,False,,False,5,,False
RA-215,2024,5B,5,5,0,7.045258874400002,7.084,6.455627705333334,6.26,8.0,5.7,7.432,10.0,5.0,2.0,10.0,15.0,2009,Feminino,2021,Ametista,Pública,,Ágata,Ametista,Ametista,7.171874500000001,7.166475,,,2009,15,Fase 5 (1° EM),0,5,5.666666666666667,coletado,False,,False,5,,False
RA-1598,2024,5B,5,5,0,8.4656285714,9.585,8.857142857,7.51,8.375,7.5,8.236,10.0,7.5,7.5,,15.0,2009,Feminino,2024,Topázio,Pública,,,,,,,,,2009,15,Fase 5 (1° EM),0,5,7.5,coletado,False,,False,5,,False
RA-1174,2024,5B,5,6,-1,7.374213419866667,8.751,8.349567099333333,6.26,7.5,5.0,7.266,5.0,5.0,3.0,7.0,16.0,2008,Feminino,2023,Ametista,Pública,,,,Ametista,,7.333591667,,,2008,16,Fase 5 (1° EM),0,6,5.0,coletado,False,,False,5,,False
RA-192,2024,5B,5,7,-2,6.882960606066668,8.334,6.363636363666667,7.51,7.125,7.2,6.9,5.0,4.0,7.5,10.0,17.0,2007,Masculino,2021,Agata,Privada,,Quartzo,Quartzo,Agata,4.9321151079328756,6.616016667,,,2007,17,Fase 7 (3° EM),-2,7,7.166666666666667,coletado,False,,False,5,,False
RA-220,2024,5B,5,5,0,7.6987770562666675,8.751,8.198051948,6.26,7.25,6.8,7.332,10.0,8.0,3.5,9.0,15.0,2009,Feminino,2022,Ametista,Pública,,,Ágata,Ametista,7.027986444444445,7.102016667,,,2009,15,Fase 5 (1° EM),0,5,6.833333333333333,coletado,False,,False,5,,False
RA-186,2024,5B,5,5,0,8.325963636333334,7.917,9.640151515,6.26,8.125,7.2,8.672,10.0,6.0,7.0,8.5,15.0,2009,Feminino,2021,Topázio,Privada,Ametista,Ametista,Ametista,Ametista,7.831592958621301,7.817541667,,,2009,15,Fase 4 (9° ano),1,5,7.166666666666667,coletado,False,,False,5,,False
RA-1181,2024,5B,5,5,0,6.2015816738666665,9.168,5.036075036,6.26,7.125,3.8,5.862,10.0,1.0,1.0,9.5,15.0,2009,Feminino,2023,Agata,Pública,,,,Agata,,6.971266667,,,2009,15,Fase 5 (1° EM),0,5,3.8333333333333335,coletado,False,,False,5,,False
RA-1599,2024,5B,5,8,-3,7.6059333333333345,8.334,9.666666666666666,7.51,7.75,6.5,7.566,2.5,7.0,6.0,,17.0,2006,Feminino,2024,Ametista,Pública,,,,,,,,,2006,18,Fase 7 (3° EM),-2,8,6.5,coletado,False,,False,5,,False
RA-111,2024,5B,5,5,0,8.667693939400001,9.168,9.488636363666666,6.26,8.125,8.3,8.74,10.0,8.0,7.0,10.0,15.0,2009,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,Ametista,8.645932539215686,7.566458333,,,2009,15,Fase 5 (1° EM),0,5,8.333333333333334,coletado,False,,False,5,,False
RA-1600,2024,5B,5,7,-2,6.750618518533334,8.751,8.425925926,6.26,7.25,5.7,6.03,5.0,5.0,2.0,10.0,17.0,2007,Feminino,2024,Agata,Pública,,,,,,,,,2007,17,Fase 7 (3° EM),-2,7,5.666666666666667,coletado,False,,False,5,,False
RA-1601,2024,5C,5,7,-2,7.2431,8.751,7.0,7.51,7.5,6.5,8.335,5.0,5.0,5.0,9.5,17.0,2007,Feminino,2024,Ametista,Pública,,,,,,,,,2007,17,Fase 6 (2° EM),-1,7,6.5,coletado,False,,False,5,,False
RA-176,2024,5C,5,5,0,8.828632575733334,9.585,9.545454545333333,6.26,8.59375,8.8,8.545,10.0,9.0,8.0,9.5,15.0,2009,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Topázio,Ametista,Topázio,Topázio,8.427269800194932,8.316833333,,,2009,15,Fase 4 (9° ano),1,5,8.833333333333334,coletado,False,,False,5,,False
RA-1602,2024,5C,5,5,0,8.041889814800001,7.917,8.782407407333332,7.51,7.34375,7.2,7.875,10.0,9.5,2.0,10.0,15.0,2009,Feminino,2024,Topázio,Pública,,,,,,,,,2009,15,Fase 5 (1° EM),0,5,7.166666666666667,coletado,False,,False,5,,False
RA-1603,2024,5C,5,6,-1,7.836518518466668,7.5,9.259259258999998,7.51,7.5,8.3,7.835,5.0,8.5,7.0,9.5,16.0,2008,Feminino,2024,Ametista,Pública,,,,,,,,,2008,16,Fase 6 (2° EM),-1,6,8.333333333333334,coletado,False,,False,5,,False
RA-1604,2024,5C,5,6,-1,8.0118555556,9.168,7.777777778,7.51,8.125,8.5,8.88,5.0,10.0,5.5,10.0,16.0,2008,Masculino,2024,Topázio,Pública,,,,,,,,,2008,16,Fase 6 (2° EM),-1,6,8.5,coletado,False,,False,5,,False
RA-193,2024,5C,5,4,1,8.465046969666668,8.751,9.848484848333333,6.26,8.4375,7.0,8.7525,10.0,6.5,4.5,10.0,14.0,2010,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,Ametista,8.155073214424952,7.718566667,,,2010,14,Fase 4 (9° ano),1,4,7.0,coletado,False,,False,5,,False
RA-195,2024,5C,5,5,0,8.4690496032,7.5,9.682539682666667,6.26,7.96875,7.8,8.965,10.0,9.0,6.5,8.0,15.0,2009,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,Ametista,8.016570200779729,7.60205,,,2009,15,Fase 4 (9° ano),1,5,7.833333333333333,coletado,False,,False,5,,False
RA-196,2024,5C,5,4,1,8.823550937933334,8.751,9.689754689666666,7.51,8.75,8.0,8.9225,10.0,8.0,7.0,9.0,14.0,2010,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,Ametista,8.124397285239297,7.560991667,,,2010,14,Fase 4 (9° ano),1,4,8.0,coletado,False,,False,5,,False
RA-197,2024,5C,5,5,0,8.568238636333334,7.5,9.848484848333333,6.26,7.96875,8.3,8.795,10.0,7.0,8.0,10.0,14.0,2009,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,,Topázio,Topázio,Ametista,8.217507976608186,7.967608333,,,2009,15,Fase 5 (1° EM),0,5,8.333333333333334,coletado,False,,False,5,,False
RA-229,2024,5C,5,4,1,8.852545634933334,9.585,9.841269841333334,5.635,8.28125,8.8,8.8375,10.0,9.5,7.0,10.0,14.0,2010,Masculino,2022,Topázio,Privada - Programa de Apadrinhamento,,,Topázio,Topázio,8.62014138888889,8.207591667,,,2010,14,Fase 4 (9° ano),1,4,8.833333333333334,coletado,False,,False,5,,False
RA-202,2024,5C,5,6,-1,7.3512154762,8.334,7.880952381,6.26,7.65625,7.5,7.75,5.0,8.5,6.0,8.0,16.0,2008,Feminino,2021,Ametista,Pública,Ametista,Ametista,Quartzo,Agata,5.201146520702537,6.791641667,,,2008,16,Fase 6 (2° EM),-1,6,7.5,coletado,False,,False,5,,False
RA-1176,2024,5C,5,4,1,8.914816269866666,8.751,9.682539682666667,6.26,8.59375,9.2,8.9225,10.0,10.0,8.0,9.5,14.0,2010,Masculino,2023,Topázio,Privada - Programa de Apadrinhamento,,,,Topázio,,8.881483333,,,2010,14,Fase 4 (9° ano),1,4,9.166666666666666,coletado,False,,False,5,,False
RA-1177,2024,5C,5,6,-1,8.3233039474,8.751,9.824561403666666,6.26,7.65625,7.3,8.125,5.0,9.5,5.5,7.0,15.0,2008,Feminino,2023,Topázio,Pública,,,,Topázio,,8.345491667,,,2008,16,Fase 5 (1° EM),0,6,7.333333333333333,coletado,False,,False,5,,False
RA-146,2024,5D,5,7,-2,8.134554885333333,8.751,9.514316093333333,5.635,7.65625,9.3,8.304,5.0,9.0,9.0,10.0,17.0,2007,Feminino,2022,Topázio,Pública,,,Ametista,Ametista,7.946686340802987,7.584483333,,,2007,17,Fase 7 (3° EM),-2,7,9.333333333333334,coletado,False,,False,5,,False
RA-1199,2024,5D,5,8,-3,7.614235714266666,7.5,8.571428571333334,5.005,6.5625,9.0,8.466,2.5,10.0,7.0,10.0,18.0,2006,Masculino,2023,Ametista,Concluiu o 3º EM,,,,Ametista,,7.024933333,,,2006,18,Fase 7 (3° EM),-2,8,9.0,coletado,False,,False,5,,False
RA-1178,2024,5D,5,7,-2,8.0934746032,8.751,9.682539682666667,6.26,7.5,8.3,8.696,5.0,9.0,8.0,8.0,17.0,2007,Masculino,2023,Topázio,Pública,,,,Ametista,,7.066475,,,2007,17,Fase 6 (2° EM),-1,7,8.333333333333334,coletado,False,,False,5,,False
RA-149,2024,5D,5,7,-2,5.7316173854,9.585,4.104378593666667,6.26,7.34375,3.8,6.626,5.0,0.0,6.5,5.0,17.0,2007,Feminino,2022,Quartzo,Pública,,,Ágata,Quartzo,6.322651405982906,5.622266667,,,2007,17,Fase 7 (3° EM),-2,7,3.8333333333333335,coletado,False,,False,5,,False
RA-1605,2024,5D,5,6,-1,4.920488888866667,0.0,5.0694444443333335,7.51,7.5,2.5,7.028,5.0,0.0,7.5,0.0,16.0,2008,Masculino,2024,Quartzo,Pública,,,,,,,,,2008,16,Fase 6 (2° EM),-1,6,2.5,coletado,False,IAA,False,5,,False
RA-107,2024,5D,5,7,-2,6.676130827066667,7.5,7.9949874686666655,7.51,7.5,4.7,6.964,5.0,0.0,4.5,9.5,16.0,2007,Feminino,2021,Agata,Pública,Topázio,Ágata,Ágata,Agata,6.258056446780273,6.845208333,,,2007,17,Fase 6 (2° EM),-1,7,4.666666666666667,coletado,False,,False,5,,False
RA-184,2024,5D,5,4,1,8.471456704266666,8.751,8.696741854666667,6.26,7.96875,8.2,9.004,10.0,9.5,5.0,10.0,14.0,2010,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,Topázio,7.2799257424242425,8.430241667,,,2010,14,Fase 4 (9° ano),1,4,8.166666666666666,coletado,False,,False,5,,False
RA-1606,2024,5D,5,8,-3,5.8216796296,8.334,5.148148148,7.51,7.8125,2.5,7.132,2.5,7.5,0.0,0.0,17.0,2006,Feminino,2024,Quartzo,Pública,,,,,,,,,2006,18,Fase 7 (3° EM),-2,8,2.5,coletado,False,,False,5,,False
RA-1607,2024,5D,5,6,-1,4.899894444466667,5.833,6.222222222333333,5.635,6.5625,0.0,6.762,5.0,,0.0,0.0,16.0,2008,Masculino,2024,Quartzo,Pública,,,,,,,,,2008,16,Fase 6 (2° EM),-1,6,0.0,coletado,False,,False,5,,False
RA-1608,2024,5D,5,5,0,7.072539814866667,8.751,7.199074074333335,7.51,6.40625,5.0,6.83,10.0,8.5,3.5,3.0,15.0,2009,Masculino,2024,Ametista,Pública,,,,,,,,,2009,15,Fase 5 (1° EM),0,5,5.0,coletado,False,,False,5,,False
RA-1173,2024,5D,5,5,0,8.220132915666667,9.168,9.665831245,7.51,8.125,5.8,8.2,10.0,6.0,7.5,4.0,15.0,2009,Masculino,2023,Topázio,Pública,,,,Ametista,,7.67285,,,2009,15,Fase 5 (1° EM),0,5,5.833333333333333,coletado,False,,False,5,,False
RA-237,2024,5F,5,6,-1,7.931384271366667,8.751,9.689754689666666,6.26,7.916666667,7.7,8.336666667,5.0,6.0,7.0,10.0,16.0,2008,Feminino,2022,Ametista,Privada - Programa de Apadrinhamento,,,Topázio,Ametista,8.083730668737061,7.436566667,,,2008,16,Fase 6 (2° EM),-1,6,7.666666666666667,coletado,False,,False,5,,False
RA-147,2024,5F,5,6,-1,7.400477922133334,8.334,9.277056277,7.51,7.5,6.2,7.386666667,5.0,6.0,2.5,10.0,16.0,2008,Feminino,2022,Ametista,Pública,,,Ametista,Quartzo,7.540822106753813,5.5425,,,2008,16,Fase 6 (2° EM),-1,6,6.166666666666667,coletado,False,,False,5,,False
RA-131,2024,5F,5,7,-2,7.263155555633333,8.751,9.444444444666667,7.51,7.708333333,5.0,7.386666667,5.0,4.0,5.0,6.0,17.0,2007,Feminino,2021,Ametista,Pública,Topázio,Ametista,Ametista,Quartzo,7.174196928571429,5.952358333,,,2007,17,Fase 7 (3° EM),-2,7,5.0,coletado,False,,False,5,,False
RA-1609,2024,5F,5,7,-2,7.577233333233334,8.334,9.666666666666666,7.51,7.708333333,6.0,7.943333333,5.0,6.0,4.0,8.0,17.0,2007,Feminino,2024,Ametista,Pública,,,,,,,,,2007,17,Fase 7 (3° EM),-2,7,6.0,coletado,False,,False,5,,False
RA-137,2024,5F,5,8,-3,6.576761183366667,9.585,7.582972583,5.005,4.791666667,6.8,6.276666667,2.5,2.0,8.5,10.0,18.0,2005,Feminino,2021,Agata,Concluiu o 3º EM,Quartzo,Ágata,Ametista,Quartzo,7.056350274891774,5.937025,,,2005,19,Fase 7 (3° EM),-2,8,6.833333333333333,coletado,False,,False,5,,False
RA-1184,2024,5F,5,7,-2,7.411701731566668,6.666,8.658008657666668,7.51,7.291666667,7.7,7.5,5.0,6.0,7.0,10.0,17.0,2007,Masculino,2023,Ametista,Pública,,,,Ametista,,7.381566667,,,2007,17,Fase 6 (2° EM),-1,7,7.666666666666667,coletado,False,,False,5,,False
RA-138,2024,5F,5,7,-2,7.3860274169,9.585,8.751803751666666,7.51,7.708333333,5.8,7.443333333,5.0,7.5,5.0,5.0,17.0,2007,Masculino,2021,Ametista,Pública,Ametista,Ágata,Ágata,Agata,6.7380259603174615,6.784075,,,2007,17,Fase 7 (3° EM),-2,7,5.833333333333333,coletado,False,,False,5,,False
RA-1610,2024,5F,5,7,-2,6.7023729275666675,9.168,7.753697970666667,7.51,7.291666667,5.2,6.106666667,5.0,4.0,2.0,9.5,17.0,2007,Masculino,2024,Agata,Pública,,,,,,,,,2007,17,Fase 7 (3° EM),-2,7,5.166666666666667,coletado,False,,False,5,,False
RA-1611,2024,5F,5,7,-2,6.4589186218000005,7.083,8.361426442,7.51,7.5,4.5,5.886666667,5.0,2.0,2.5,9.0,17.0,2007,Masculino,2024,Agata,Pública,,,,,,,,,2007,17,Fase 7 (3° EM),-2,7,4.5,coletado,False,,False,5,,False
RA-1612,2024,5F,5,8,-3,7.014528571366666,6.666,8.523809523666666,7.51,7.708333333,6.2,6.94,2.5,5.0,6.5,7.0,18.0,2006,Masculino,2024,Ametista,Pública,,,,,,,,,2006,18,Fase 7 (3° EM),-2,8,6.166666666666667,coletado,False,,False,5,,False
RA-1188,2024,5G,5,6,-1,7.801633333400001,9.168,10.0,7.51,8.125,7.0,7.106666667,5.0,7.0,6.0,8.0,16.0,2008,Feminino,2023,Ametista,Pública,,,,,,,,,2008,16,Fase 6 (2° EM),-1,6,7.0,coletado,False,,False,5,,False
RA-1613,2024,5G,5,7,-2,6.085471428700001,8.334,7.1428571430000005,7.51,7.291666667,3.0,6.216666667,5.0,0.0,1.0,8.0,17.0,2007,Feminino,2024,Agata,Pública,,,,,,,,,2007,17,Fase 7 (3° EM),-2,7,3.0,coletado,False,,False,5,,False
RA-244,2024,5G,5,4,1,8.7225,7.5,10.0,6.26,8.125,9.5,8.17,10.0,10.0,9.0,9.5,14.0,2010,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,Ametista,8.510208575470424,7.044333333,,,2010,14,Fase 4 (9° ano),1,4,9.5,coletado,False,,False,5,,False
RA-267,2024,5G,5,7,-2,5.8963067819666675,10.0,8.285533910333333,6.26,4.583333333,2.0,6.273333333,5.0,0.0,2.0,4.0,17.0,2007,Feminino,2021,Quartzo,Pública,Ágata,Quartzo,Ágata,,6.011790235258207,,,,2007,17,Fase 7 (3° EM),-2,7,2.0,coletado,False,,False,5,,False
RA-1189,2024,5G,5,6,-1,7.6486387164,9.585,8.672360248333332,7.51,7.5,7.7,7.106666667,5.0,7.0,7.0,9.0,16.0,2008,Feminino,2023,Ametista,Pública,,,,,,,,,2008,16,Fase 6 (2° EM),-1,6,7.666666666666667,coletado,False,,False,5,,False
RA-113,2024,5G,5,7,-2,7.043536903066667,8.751,7.063851181666667,7.51,7.5,6.7,7.106666667,5.0,7.0,6.0,7.0,16.0,2007,Feminino,2021,Ametista,Pública,Ametista,Ágata,Quartzo,,3.0318062222222224,,,,2007,17,Fase 6 (2° EM),-1,7,6.666666666666667,coletado,False,,False,5,,False
RA-152,2024,5L,5,8,-3,6.5837938596,7.5,7.337719298333333,5.63,7.8125,5.2,7.443333333,2.5,0.0,7.5,8.0,17.0,2006,Feminino,2022,Agata,Pública,,,Ágata,Agata,6.712044773504273,6.30695,,,2006,18,Fase 7 (3° EM),-2,8,5.166666666666667,coletado,False,,False,5,,False
RA-318,2024,5L,5,6,-1,7.025000925866668,7.917,9.129629629666667,7.51,7.34375,4.7,7.443333333,5.0,2.0,6.0,6.0,16.0,2008,Feminino,2021,Ametista,Pública,Ágata,Ametista,Ágata,Agata,6.527470839262188,6.856575,,,2008,16,Fase 6 (2° EM),-1,6,4.666666666666667,coletado,False,,False,5,,False
RA-274,2024,5L,5,3,2,8.651029629666667,8.334,9.648148147999999,5.635,8.125,9.3,8.226666667,10.0,9.0,9.0,10.0,13.0,2011,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Ametista,Topázio,7.945715145299146,8.137625,,,2011,13,Fase 3 (7° e 8° ano),2,3,9.333333333333334,coletado,False,,False,5,,False
RA-319,2024,5L,5,5,0,7.948699561466667,9.585,9.024122807,7.51,7.34375,5.8,7.666666667,10.0,4.0,5.0,8.5,15.0,2009,Masculino,2022,Ametista,Pública,,,Ametista,Topázio,7.448464223100571,8.367208333,,,2009,15,Fase 5 (1° EM),0,5,5.833333333333333,coletado,False,,False,5,,False
RA-160,2024,5L,5,7,-2,6.855108333266668,8.334,7.416666666666667,6.26,7.34375,5.7,7.723333333,5.0,3.0,5.5,8.5,17.0,2007,Feminino,2021,Agata,Privada - Programa de Apadrinhamento,,Ágata,Ágata,Agata,6.745866585563862,6.598266667,,,2007,17,Fase 6 (2° EM),-1,7,5.666666666666667,coletado,False,,False,5,,False
RA-161,2024,5L,5,5,0,7.258445588333334,8.751,7.965686274666666,6.26,7.96875,4.0,7.836666667,10.0,5.0,7.0,0.0,15.0,2009,Feminino,2021,Ametista,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,Agata,7.95721614036921,6.250166667,,,2009,15,Fase 5 (1° EM),0,5,4.0,coletado,False,,False,5,,False
RA-1614,2024,5L,5,6,-1,6.787898989933334,7.5,6.574494949666668,7.51,7.5,6.5,7.11,5.0,5.0,5.5,9.0,16.0,2008,Masculino,2024,Agata,Pública,,,,,,,,,2008,16,Fase 6 (2° EM),-1,6,6.5,coletado,False,,False,5,,False
RA-164,2024,5L,5,8,-3,6.837125731066667,9.585,8.084795321666666,6.26,6.25,5.7,6.886666667,2.5,6.0,2.0,9.0,17.0,2006,Masculino,2021,Agata,Privada,Ágata,Ágata,Ágata,Quartzo,6.775990920062696,5.638666667,,,2006,18,Fase 7 (3° EM),-2,8,5.666666666666667,coletado,False,,False,5,,False
RA-165,2024,5L,5,6,-1,8.4627502436,7.5,9.431042884999998,7.51,7.96875,8.5,7.893333333,5.0,10.0,7.5,8.0,16.0,2008,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Ametista,Topázio,Ametista,8.063313842911878,7.583433333,,,2008,16,Fase 5 (1° EM),0,6,8.5,coletado,False,,False,5,,False
RA-1615,2024,5M,5,6,-1,8.417533333333333,7.917,9.833333333333334,7.51,7.5,8.3,7.4575,5.0,8.0,7.0,10.0,15.0,2008,Feminino,2024,Topázio,Pública,,,,,,,,,2008,16,Fase 5 (1° EM),0,6,8.333333333333334,coletado,False,,False,5,,False
RA-1616,2024,5M,5,7,-2,7.147738235266668,8.334,8.436274509666667,7.51,7.1875,6.2,7.12,5.0,5.5,6.5,6.5,17.0,2007,Feminino,2024,Ametista,Pública,,,,,,,,,2007,17,Fase 6 (2° EM),-1,7,6.166666666666667,coletado,False,,False,5,,False
RA-271,2024,5M,5,7,-2,7.400633333333334,9.168,8.958333333333334,6.26,7.5,7.3,6.7475,5.0,5.0,7.5,9.5,17.0,2007,Feminino,2022,Ametista,Pública,,,Ametista,Agata,7.254680434997751,6.140333333,,,2007,17,Fase 6 (2° EM),-1,7,7.333333333333333,coletado,False,,False,5,,False
RA-316,2024,5M,5,6,-1,8.708925,9.168,10.0,7.51,7.65625,8.0,8.3775,5.0,8.5,7.0,8.5,15.0,2008,Feminino,2022,Topázio,Privada - Programa de Apadrinhamento,,,Ametista,Topázio,7.8888911111111115,8.436908333,,,2008,16,Fase 5 (1° EM),0,6,8.0,coletado,False,,False,5,,False
RA-286,2024,5M,5,7,-2,5.123180882333333,6.666,4.031862745000001,6.26,7.34375,3.2,5.7825,5.0,5.0,0.0,4.5,16.0,2007,Feminino,2022,Quartzo,Pública,,,Quartzo,Quartzo,5.423826381118881,5.713333333,,,2007,17,Fase 6 (2° EM),-1,7,3.1666666666666665,coletado,False,,False,5,,False
RA-320,2024,5M,5,6,-1,8.442258333333335,9.168,10.0,7.51,7.65625,6.7,8.3775,5.0,7.5,5.5,7.0,15.0,2008,Feminino,2022,Topázio,Privada - Programa de Apadrinhamento,,,Ametista,Topázio,7.897223888888889,8.393508333,,,2008,16,Fase 5 (1° EM),0,6,6.666666666666667,coletado,False,,False,5,,False
RA-1207,2024,5M,5,6,-1,6.509169736866667,8.334,6.581140350999999,7.51,7.34375,5.3,6.5375,5.0,4.5,1.5,10.0,16.0,2008,Feminino,2023,Agata,Pública,,,,Ametista,,7.58235,,,2008,16,Fase 6 (2° EM),-1,6,5.333333333333333,coletado,False,,False,5,,False
