RA,Ano,Fase,fase_num,Fase_Ideal,Defasagem,INDE_ano,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Mat,Por,Ing,Idade,ano_nasc_obs,Gênero,Ano ingresso,Pedra_ano,Instituicao,Pedra20,Pedra21,Pedra22_hist,Pedra23_hist,INDE22_hist,INDE23_hist,Atingiu_PV,Rec_Psicologia
RA-240,2023,FASE 4,4,Fase 4 (9° ano),0,6.337966667,7.1,6.7,2.52,6.875,4.8,6.9175,10.0,7.0,3.3,4.2,,2009,Feminino,2017,Agata,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ágata,,6.943,,,
RA-1184,2023,FASE 4,4,Fase 6 (2° EM),-2,7.381566667,8.3,8.3,5.0,8.125,7.3,8.045,5.0,8.0,5.5,8.5,,2007,Masculino,2023,Ametista,Pública,,,,,,,,
RA-241,2023,FASE 4,4,Fase 5 (1° EM),-1,7.016,0.0,9.9,2.52,8.75,7.5,9.545,5.0,9.3,7.0,6.2,,2008,Masculino,2016,Ametista,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,,8.468,,,
RA-242,2023,FASE 4,4,Fase 4 (9° ano),0,8.221841667,7.1,9.7,2.52,8.59375,7.9,9.3775,10.0,9.3,7.3,7.2,14.0,2009,Masculino,2018,Topázio,Privada - Programa de Apadrinhamento,Ametista,Ametista,Topázio,,8.673,,,
RA-138,2023,FASE 4,4,Fase 6 (2° EM),-2,6.784075,10.0,7.9,6.26,7.34375,4.3,7.4175,5.0,4.0,3.7,5.2,16.0,2007,Masculino,2016,Agata,Pública,Ametista,Ágata,Ágata,,6.738,,,
RA-244,2023,FASE 4,4,Fase 3 (7° e 8° ano),1,7.044333333,0.0,8.8,2.52,8.125,7.3,8.8325,10.0,7.0,8.0,6.8,13.0,2010,Feminino,2018,Ametista,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,,8.51,,,
RA-245,2023,FASE 4,4,Fase 5 (1° EM),-1,7.171166667,0.0,10.0,2.52,8.75,8.1,9.5875,5.0,9.3,7.8,7.3,,2008,Masculino,2016,Ametista,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,,8.656,,,
RA-246,2023,FASE 4,4,Fase 4 (9° ano),0,8.256766667,8.8,9.9,4.39,8.125,6.8,8.9175,10.0,7.7,7.0,5.8,,2009,Masculino,2022,Topázio,Privada,,,Topázio,,8.639,,,
RA-141,2023,FASE 4,4,Fase 5 (1° EM),-1,6.719791667,9.6,8.4,5.63,7.03125,4.5,7.0425,5.0,6.0,5.3,2.3,15.0,2008,Masculino,2017,Agata,Pública,Ágata,Ágata,Ametista,,7.118,,,
RA-239,2023,FASE 4,4,Fase 6 (2° EM),-2,6.411333333,0.0,8.4,5.0,8.125,7.0,7.6275,5.0,6.0,7.2,7.7,16.0,2007,Feminino,2021,Agata,Pública,,Quartzo,Quartzo,,4.572,,,
RA-1185,2023,FASE 4,4,Fase 3 (7° e 8° ano),1,8.02675,7.5,9.1,5.0,7.8125,7.5,8.3775,10.0,6.7,6.3,9.5,,2010,Feminino,2023,Topázio,Pública,,,,,,,,
RA-262,2023,FASE 4,4,Fase 6 (2° EM),-2,4.406458333,0.0,3.7,5.0,7.03125,3.8,6.05,5.0,5.0,3.3,3.0,,2007,Masculino,2021,Quartzo,Privada,,Quartzo,Quartzo,,4.786,,,
RA-1186,2023,FASE 4,4,Fase 6 (2° EM),-2,7.281433333,8.8,9.8,6.89,6.875,5.5,7.3825,5.0,6.7,5.2,4.5,,2007,Feminino,2023,Ametista,Pública,,,,,,,,
RA-397,2023,FASE 4,4,Fase 5 (1° EM),-1,6.207083333,7.5,7.9,2.52,7.1875,4.6,7.465,5.0,6.7,5.0,2.0,15.0,2008,Feminino,2017,Agata,Pública,Quartzo,Quartzo,Quartzo,,5.852,,,
RA-1187,2023,FASE 4,4,Fase 3 (7° e 8° ano),1,6.644475,8.8,6.9,2.52,7.34375,5.3,6.715,10.0,4.7,5.0,6.2,13.0,2010,Feminino,2023,Agata,Pública,,,,,,,,
RA-145,2023,FASE 4,4,Fase 7 (3° EM),-3,,7.9,9.0,,7.96875,6.2,7.4625,2.5,5.3,6.0,7.2,17.0,2006,Masculino,2017,,Pública,Ágata,Ágata,Quartzo,,5.846,,,
RA-1188,2023,FASE 4,4,Fase 5 (1° EM),-1,,9.6,9.4,,7.8125,6.4,7.5875,5.0,6.5,7.5,5.2,15.0,2008,Feminino,2023,,Pública,,,,,,,,
RA-265,2023,FASE 4,4,Fase 4 (9° ano),0,,8.3,8.7,,7.96875,7.0,7.88,10.0,7.3,6.8,6.8,14.0,2009,Masculino,2019,,Pública,Ametista,Ametista,Ametista,,7.926,,,
RA-254,2023,FASE 4,4,Fase 5 (1° EM),-1,,9.6,8.8,,7.8125,5.9,7.71,5.0,5.7,5.7,6.2,15.0,2008,Masculino,2019,,Pública,Ametista,Ametista,Ágata,,6.715,,,
RA-267,2023,FASE 4,4,Fase 6 (2° EM),-2,,7.9,7.7,,4.6875,2.7,6.505,5.0,2.7,4.0,1.3,16.0,2007,Feminino,2016,,Pública,Ágata,Quartzo,Ágata,,6.012,,,
RA-1189,2023,FASE 4,4,Fase 5 (1° EM),-1,,8.8,9.0,,7.8125,6.1,7.3775,5.0,6.3,5.7,6.2,,2008,Feminino,2023,,Pública,,,,,,,,
RA-295,2023,FASE 4,4,Fase 5 (1° EM),-1,7.641016667,8.8,8.8,2.52,9.0625,7.7,9.005,5.0,7.3,7.2,8.7,15.0,2008,Feminino,2022,Ametista,Pública,,,Ametista,,7.305,,,
RA-269,2023,FASE 4,4,Fase 4 (9° ano),0,8.116041667,9.6,9.0,2.52,8.59375,7.4,8.7975,10.0,8.0,7.3,7.0,14.0,2009,Masculino,2022,Topázio,Pública,,,Topázio,,8.231,,,
RA-313,2023,FASE 4,4,Fase 4 (9° ano),0,7.011091667,9.2,8.7,2.52,7.65625,3.9,7.75,10.0,4.0,2.8,5.0,14.0,2008,Feminino,2022,Ametista,Pública,,,Quartzo,,5.8,,,
RA-1190,2023,FASE 4,4,Fase 4 (9° ano),0,6.330041667,0.0,9.2,5.0,7.34375,4.2,7.045,10.0,3.0,4.2,5.5,,2009,Masculino,2023,Agata,Pública,,,,,,,,
RA-301,2023,FASE 4,4,Fase 4 (9° ano),0,6.760341667,9.2,5.4,7.52,6.71875,5.2,6.465,10.0,4.7,6.5,4.5,,2009,Feminino,2019,Agata,Pública,Ametista,Ametista,Ágata,,6.802,,,
RA-286,2023,FASE 4,4,Fase 5 (1° EM),-1,5.713333333,0.0,7.5,5.0,8.125,4.7,7.3375,5.0,3.7,5.0,5.3,15.0,2007,Feminino,2022,Quartzo,Pública,,,Quartzo,,5.424,,,
RA-1191,2023,FASE 4,4,Fase 4 (9° ano),0,6.175333333,7.5,7.2,5.0,5.0,3.7,6.26,10.0,2.3,2.5,6.2,,2009,Masculino,2023,Agata,Pública,,,,,,,,
RA-1192,2023,FASE 4,4,Fase 5 (1° EM),-1,6.780741667,7.9,8.7,2.52,7.96875,5.8,7.6675,5.0,4.7,6.0,6.8,15.0,2007,Feminino,2023,Agata,Pública,,,,,,,,
RA-174,2023,FASE 4,4,Fase 6 (2° EM),-2,6.1242,7.9,5.6,5.0,7.5,5.1,7.2125,5.0,3.7,7.3,4.3,16.0,2007,Feminino,2019,Agata,Pública,Ágata,Ágata,Ágata,,6.075,,,
RA-1193,2023,FASE 4,4,Fase 4 (9° ano),0,6.018083333,0.0,7.8,5.0,7.1875,4.1,7.13,10.0,3.7,3.5,5.0,,2009,Feminino,2023,Agata,Pública,,,,,,,,
RA-308,2023,FASE 4,4,Fase 4 (9° ano),0,6.578558333,5.4,6.8,5.0,7.03125,4.9,7.5025,10.0,4.7,5.2,4.7,14.0,2009,Masculino,2019,Agata,Pública,Ametista,Ametista,Ágata,,6.93,,,
RA-152,2023,FASE 4,4,Fase 6 (2° EM),-2,6.30695,7.9,7.7,2.52,7.8125,4.5,7.71,5.0,4.0,5.0,4.5,16.0,2006,Feminino,2022,Agata,Pública,,,Ágata,,6.712,,,
RA-270,2023,FASE 4,4,Fase 4 (9° ano),0,7.982633333,9.2,9.0,2.52,8.75,6.6,9.1275,10.0,7.7,6.2,5.8,14.0,2009,Feminino,2019,Ametista,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,,8.226,,,
RA-271,2023,FASE 4,4,Fase 6 (2° EM),-2,6.140333333,0.0,9.3,2.52,8.125,5.9,7.7125,5.0,4.3,7.0,6.3,16.0,2007,Feminino,2022,Agata,Pública,,,Ametista,,7.255,,,
RA-299,2023,FASE 4,4,Fase 4 (9° ano),0,6.796541667,0.0,9.6,2.52,7.96875,6.1,8.005,10.0,5.0,7.2,6.2,14.0,2009,Feminino,2019,Agata,Privada - Programa de Apadrinhamento,Topázio,Ametista,Ametista,,7.278,,,
RA-316,2023,FASE 4,4,Fase 4 (9° ano),0,8.436908333,10.0,9.5,7.52,8.59375,5.7,8.96,10.0,6.3,5.7,5.0,14.0,2008,Feminino,2022,Topázio,Pública,,,Ametista,,7.889,,,
RA-318,2023,FASE 4,4,Fase 5 (1° EM),-1,6.856575,7.9,8.1,6.26,7.96875,4.9,7.71,5.0,5.0,5.0,4.7,15.0,2008,Feminino,2019,Agata,Pública,Ágata,Ametista,Ágata,,6.527,,,
RA-274,2023,FASE 4,4,Fase 3 (7° e 8° ano),1,8.137625,7.5,9.5,5.63,7.65625,7.5,8.295,10.0,7.0,7.7,7.8,12.0,2011,Feminino,2019,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Ametista,,7.946,,,
RA-320,2023,FASE 4,4,Fase 4 (9° ano),0,8.393508333,9.2,9.9,7.52,8.59375,5.5,8.96,10.0,5.7,6.0,4.7,14.0,2008,Feminino,2022,Topázio,Pública,,,Ametista,,7.897,,,
RA-277,2023,FASE 4,4,Fase 5 (1° EM),-1,7.7284,8.3,9.9,7.52,8.125,5.5,8.7525,5.0,5.7,6.0,4.8,,2008,Masculino,2021,Ametista,Pública,,Ametista,Ametista,,7.411,,,
RA-278,2023,FASE 4,4,Fase 3 (7° e 8° ano),1,7.1935,0.0,9.8,5.63,8.75,5.6,8.3775,10.0,6.0,5.3,5.5,13.0,2010,Masculino,2018,Ametista,Pública,Ametista,Topázio,Ametista,,7.741,,,
RA-291,2023,FASE 4,4,Fase 4 (9° ano),0,8.493058333,8.8,8.6,7.52,8.90625,7.1,9.21,10.0,8.0,6.5,6.7,14.0,2009,Masculino,2022,Topázio,Privada - Programa de Apadrinhamento,,,Topázio,,8.122,,,
RA-306,2023,FASE 4,4,Fase 5 (1° EM),-1,5.732375,0.0,7.9,6.26,7.34375,4.0,7.46,5.0,4.7,4.5,2.8,,2008,Feminino,2021,Quartzo,Pública,,Ametista,Ágata,,6.427,,,
RA-279,2023,FASE 4,4,Fase 4 (9° ano),0,9.006266667,8.8,10.0,6.27,8.75,8.9,9.2125,10.0,9.0,8.5,9.3,14.0,2009,Masculino,2019,Topázio,Pública,Topázio,Topázio,Topázio,,8.815,,,
RA-280,2023,FASE 4,4,Fase 4 (9° ano),0,8.189225,6.7,9.5,7.52,8.28125,6.5,8.7125,10.0,6.3,7.7,5.5,,2009,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,,Topázio,Ametista,,8.046,,,
RA-276,2023,FASE 4,4,Fase 4 (9° ano),0,6.690458333,6.3,8.5,2.52,7.03125,5.5,6.585,10.0,3.7,4.7,8.0,,2008,Feminino,2017,Agata,Privada - Programa de Apadrinhamento,Ágata,Quartzo,Quartzo,,5.527,,,
RA-285,2023,FASE 4,4,Fase 7 (3° EM),-3,5.380358333,8.3,4.6,2.52,7.65625,4.7,7.13,2.5,4.0,6.0,4.0,17.0,2006,Feminino,2020,Quartzo,Pública,Ametista,Quartzo,Quartzo,,5.063,,,
RA-1194,2023,FASE 4,4,Fase 3 (7° e 8° ano),1,7.671933333,8.8,9.0,5.0,7.5,6.1,7.6675,10.0,6.0,4.2,8.0,13.0,2010,Masculino,2023,Ametista,Pública,,,,,,,,
RA-287,2023,FASE 4,4,Fase 8 (Universitários),-4,3.745541667,0.0,4.8,2.52,4.21875,3.9,5.375,2.5,3.0,2.3,6.5,18.0,2005,Feminino,2022,Quartzo,Pública,,,Quartzo,,3.7,,,
RA-319,2023,FASE 4,4,Fase 4 (9° ano),0,8.367208333,9.6,9.2,5.0,8.59375,7.2,8.88,10.0,5.7,5.8,10.0,,2009,Masculino,2022,Topázio,Concluiu o 3º EM,,,Ametista,,7.448,,,
RA-321,2023,FASE 4,4,Fase 3 (7° e 8° ano),1,7.695233333,8.3,9.4,2.52,8.125,6.2,8.42,10.0,6.0,5.8,6.7,13.0,2010,Feminino,2022,Ametista,Pública,,,Ametista,,7.792,,,
RA-1195,2023,FASE 4,4,Fase 7 (3° EM),-3,5.677291667,0.0,8.3,2.52,8.28125,5.4,8.0025,2.5,4.3,4.7,7.3,,2006,Feminino,2022,Quartzo,Pública,,,,,,,,
RA-159,2023,FASE 4,4,Fase 6 (2° EM),-2,6.805033333,7.9,8.1,2.52,8.125,6.3,7.8775,5.0,5.0,6.0,7.8,16.0,2007,Feminino,2021,Agata,Pública,,Ametista,Ágata,,6.49,,,
RA-322,2023,FASE 4,4,Fase 4 (9° ano),0,7.037808333,6.7,8.3,2.52,7.96875,5.3,8.045,10.0,4.0,5.5,6.3,14.0,2009,Feminino,2022,Ametista,Pública,,,Ágata,,6.859,,,
RA-251,2023,FASE 4,4,Fase 5 (1° EM),-1,6.665208333,9.6,8.0,2.52,7.34375,5.3,7.835,5.0,5.0,5.5,5.3,,2007,Masculino,2018,Agata,Pública,Ametista,Ametista,Ágata,,7.022,,,
RA-116,2023,FASE 5,5,Fase 7 (3° EM),-2,6.433075,6.7,7.6,5.0,7.96875,4.7,7.5475,5.0,2.3,5.0,6.8,17.0,2006,Feminino,2019,Agata,Pública,Ametista,Ágata,Ágata,,6.854,,,
RA-103,2023,FASE 5,5,Fase 4 (9° ano),1,8.0239,8.3,9.2,5.0,8.125,7.1,8.09,10.0,7.3,6.3,7.7,14.0,2009,Feminino,2020,Topázio,Privada - Programa de Apadrinhamento,Ágata,Ametista,Topázio,,8.107,,,
RA-42,2023,FASE 5,5,Fase 6 (2° EM),-1,6.794516667,8.8,8.6,5.63,6.5625,5.7,6.6675,5.0,6.3,4.2,6.7,,2007,Masculino,2019,Agata,Privada - Programa de Apadrinhamento,Topázio,Ametista,Ágata,,6.72,,,
RA-121,2023,FASE 5,5,Fase 6 (2° EM),-1,6.811875,6.3,8.8,5.0,7.34375,6.0,7.4625,5.0,5.0,5.7,7.3,,2006,Feminino,2021,Agata,Pública,,Ágata,Ametista,,7.245,,,
RA-106,2023,FASE 5,5,Fase 5 (1° EM),0,7.769658333,7.9,9.1,5.0,7.03125,7.3,7.5075,10.0,6.7,6.8,8.3,15.0,2007,Feminino,2016,Ametista,Privada - Programa de Apadrinhamento,Topázio,Ametista,Ametista,,7.973,,,
RA-123,2023,FASE 5,5,Fase 7 (3° EM),-2,6.068333333,0.0,9.4,5.0,6.875,5.7,6.8375,5.0,5.0,5.3,6.7,17.0,2006,Masculino,2017,Agata,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,,7.084,,,
RA-46,2023,FASE 5,5,Fase 8 (Universitários),-3,5.545383333,7.1,7.4,2.52,6.5625,4.4,6.6275,2.5,2.8,3.0,7.3,18.0,2005,Feminino,2022,Quartzo,Pública,,,Ágata,,6.048,,,
RA-125,2023,FASE 5,5,Fase 6 (2° EM),-1,6.989633333,9.2,7.7,5.0,8.125,5.8,7.835,5.0,3.3,5.8,8.2,16.0,2007,Feminino,2022,Agata,Privada,,,Ametista,,7.619,,,
RA-110,2023,FASE 5,5,Fase 5 (1° EM),0,8.0879,8.3,8.6,5.0,8.75,7.5,8.2975,10.0,8.3,6.2,8.0,15.0,2008,Masculino,2017,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,,8.15,,,
RA-128,2023,FASE 5,5,Fase 6 (2° EM),-1,6.503908333,6.7,7.3,5.0,7.34375,5.7,7.5475,5.0,6.3,4.0,6.7,16.0,2007,Masculino,2019,Agata,Privada,Ametista,Ágata,Quartzo,,5.563,,,
RA-143,2023,FASE 5,5,Fase 4 (9° ano),1,7.794358333,8.3,9.6,2.52,8.28125,6.5,8.3375,10.0,9.2,5.0,5.2,,2009,Masculino,2019,Ametista,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,,8.638,,,
RA-111,2023,FASE 5,5,Fase 4 (9° ano),1,7.566458333,7.5,8.7,5.0,7.65625,6.0,8.0875,10.0,6.0,5.2,6.7,14.0,2009,Feminino,2020,Ametista,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,,8.646,,,
RA-112,2023,FASE 5,5,Fase 6 (2° EM),-1,7.141308333,6.7,8.1,5.0,7.96875,7.4,7.9225,5.0,7.3,6.5,8.3,,2007,Feminino,2016,Ametista,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,,7.836,,,
RA-115,2023,FASE 5,5,Fase 6 (2° EM),-1,6.319141667,8.8,7.1,5.0,7.34375,4.2,7.215,5.0,3.7,3.8,5.2,16.0,2006,Feminino,2019,Agata,Pública,Ametista,Ametista,Quartzo,,5.886,,,
RA-1196,2023,FASE 5,5,Fase 5 (1° EM),0,7.03025,0.0,8.2,5.0,7.8125,7.5,8.045,10.0,8.0,6.2,8.3,15.0,2008,Masculino,2023,Ametista,Privada,,,,,,,,
RA-52,2023,FASE 5,5,Fase 4 (9° ano),1,7.9642,10.0,9.8,2.52,8.125,6.4,8.2975,10.0,7.7,4.8,6.7,,2009,Masculino,2018,Ametista,Privada - Programa de Apadrinhamento,Topázio,Ametista,Ametista,,7.861,,,
RA-1197,2023,FASE 5,5,Fase 6 (2° EM),-1,6.946058333,6.7,8.4,5.0,7.03125,7.3,7.215,5.0,5.3,7.2,9.3,16.0,2007,Feminino,2023,Agata,Pública,,,,,,,,
RA-108,2023,FASE 5,5,Fase 7 (3° EM),-2,4.9308,5.8,7.3,2.52,4.375,2.9,5.59,5.0,2.7,3.2,2.8,,2005,Feminino,2019,Quartzo,Concluiu o 3º EM,Ágata,Ágata,Quartzo,,5.547,,,
RA-1198,2023,FASE 5,5,Fase 6 (2° EM),-1,7.515233333,8.3,9.4,6.26,7.5,6.7,7.9625,5.0,7.3,3.7,9.0,,2007,Feminino,2023,Ametista,Pública,,,,,,,,
RA-127,2023,FASE 5,5,Fase 5 (1° EM),0,7.91935,8.8,7.8,6.26,8.4375,6.4,8.6725,10.0,4.7,6.3,8.2,15.0,2008,Feminino,2022,Ametista,Pública,,,Topázio,,8.283,,,
RA-114,2023,FASE 5,5,Fase 7 (3° EM),-2,5.335,0.0,6.0,3.14,7.5,5.6,7.255,5.0,4.0,4.5,8.3,,2006,Masculino,2022,Quartzo,Pública,,,Quartzo,,5.894,,,
RA-146,2023,FASE 5,5,Fase 6 (2° EM),-1,7.584483333,6.2,9.5,5.0,8.4375,7.9,8.2125,5.0,7.8,5.8,10.0,,2007,Feminino,2022,Ametista,Pública,,,Ametista,,7.947,,,
RA-1199,2023,FASE 5,5,Fase 7 (3° EM),-2,7.024933333,6.7,9.1,5.0,6.875,6.2,8.0875,5.0,6.8,5.0,6.7,,2006,Masculino,2023,Ametista,Pública,,,,,,,,
RA-70,2023,FASE 5,5,Fase 7 (3° EM),-2,6.869133333,9.2,9.2,5.0,7.5,4.3,7.545,5.0,3.0,3.5,6.3,17.0,2006,Feminino,2017,Agata,Pública,Ágata,Quartzo,Quartzo,,5.712,,,
RA-107,2023,FASE 5,5,Fase 5 (1° EM),0,6.845208333,0.0,8.5,5.0,7.34375,7.0,7.5875,10.0,6.0,5.2,9.7,15.0,2007,Feminino,2018,Agata,Pública,Topázio,Ágata,Ágata,,6.258,,,
RA-1200,2023,FASE 5,5,Fase 5 (1° EM),0,5.711166667,0.0,6.4,5.0,7.5,4.0,6.8725,10.0,4.3,2.3,5.5,15.0,2007,Feminino,2023,Quartzo,Pública,,,,,,,,
RA-151,2023,FASE 5,5,Fase 7 (3° EM),-2,6.892541667,0.0,7.8,7.52,8.59375,7.9,8.1725,5.0,6.8,7.0,10.0,17.0,2006,Feminino,2020,Agata,Pública,Ametista,Ametista,Ametista,,7.563,,,
RA-85,2023,FASE 5,5,Fase 6 (2° EM),-1,7.08435,8.8,8.9,6.27,5.9375,5.7,7.8425,5.0,5.8,3.8,7.5,16.0,2007,Masculino,2022,Ametista,Pública,,,Ágata,,6.243,,,
RA-1201,2023,FASE 5,5,Fase 5 (1° EM),0,8.378008333,9.2,9.6,3.77,8.59375,7.8,8.7575,10.0,8.3,6.5,8.5,15.0,2008,Masculino,2023,Topázio,Pública,,,,,,,,
RA-131,2023,FASE 5,5,Fase 6 (2° EM),-1,5.952358333,8.3,7.8,5.0,7.65625,2.2,6.8,5.0,0.0,3.0,3.5,16.0,2007,Feminino,2016,Quartzo,Pública,Topázio,Ametista,Ametista,,7.174,,,
RA-132,2023,FASE 5,5,Fase 5 (1° EM),0,7.350625,7.5,8.7,2.52,7.65625,6.5,7.715,10.0,6.3,6.5,6.7,15.0,2008,Feminino,2019,Ametista,Privada - Programa de Apadrinhamento,Topázio,Ametista,Topázio,,8.355,,,
RA-133,2023,FASE 5,5,Fase 6 (2° EM),-1,6.168416667,7.5,7.9,2.52,7.1875,5.3,6.505,5.0,5.0,4.3,6.7,16.0,2007,Feminino,2016,Agata,Pública,Ametista,Quartzo,Ágata,,6.875,,,
RA-104,2023,FASE 5,5,Fase 8 (Universitários),-3,4.25,0.0,7.7,2.52,5.625,2.6,5.6275,2.5,3.7,1.8,2.3,,2004,Masculino,2022,Quartzo,Pública,,,Ágata,,6.315,,,
RA-137,2023,FASE 5,5,Fase 7 (3° EM),-2,5.937025,7.1,6.3,2.52,6.40625,6.0,6.88,5.0,7.3,4.5,6.2,17.0,2005,Feminino,2016,Quartzo,Privada - Programa de Apadrinhamento,Quartzo,Ágata,Ametista,,7.056,,,
RA-144,2023,FASE 5,5,Fase 4 (9° ano),1,4.990333333,0.0,5.2,2.52,6.25,4.4,6.0,10.0,3.3,2.5,7.3,14.0,2008,Feminino,2017,Quartzo,Privada - Programa de Apadrinhamento,Ágata,Quartzo,Topázio,,8.181,,,
RA-1202,2023,FASE 5,5,Fase 6 (2° EM),-1,6.202008333,7.1,7.6,7.52,7.34375,3.3,6.67,5.0,4.5,3.3,2.0,16.0,2007,Feminino,2023,Agata,Pública,,,,,,,,
RA-90,2023,FASE 5,5,Fase 4 (9° ano),1,8.699408333,10.0,9.6,7.52,8.59375,7.7,8.1725,10.0,6.7,6.8,9.5,14.0,2009,Feminino,2019,Topázio,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,,9.442,,,
RA-167,2023,FASE 5,5,Fase 7 (3° EM),-2,7.806141667,8.8,9.9,5.0,7.96875,7.9,7.8375,5.0,8.3,7.2,8.3,,2006,Feminino,2018,Ametista,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,,7.798,,,
RA-168,2023,FASE 5,5,Fase 5 (1° EM),0,6.483083333,0.0,9.6,6.89,6.5625,4.7,6.4225,10.0,4.3,3.0,6.7,15.0,2007,Feminino,2018,Agata,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ágata,,6.917,,,
RA-1203,2023,FASE 5,5,Fase 6 (2° EM),-1,7.487841667,9.2,10.0,2.52,7.96875,7.2,7.8775,5.0,6.7,5.8,9.2,,2007,Feminino,2023,Ametista,Pública,,,,,,,,
RA-155,2023,FASE 5,5,Fase 7 (3° EM),-2,6.318991667,7.9,8.1,5.0,7.03125,4.4,6.5875,5.0,5.3,2.8,5.2,17.0,2006,Masculino,2022,Agata,Pública,,,Ametista,,7.051,,,
RA-94,2023,FASE 5,5,Fase 6 (2° EM),-1,7.289333333,7.5,9.6,2.52,8.75,7.2,7.795,5.0,7.7,4.8,9.0,,2007,Feminino,2018,Ametista,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,,8.921,,,
RA-81,2023,FASE 5,5,Fase 5 (1° EM),0,7.45425,9.6,8.8,2.52,7.8125,6.3,7.2125,10.0,8.7,4.7,5.5,15.0,2008,Feminino,2017,Ametista,Privada - Programa de Apadrinhamento,Ametista,Topázio,Ametista,,7.675,,,
RA-302,2023,FASE 5,5,Fase 7 (3° EM),-2,5.314333333,0.0,7.3,5.0,7.5,4.3,6.255,5.0,4.7,2.3,5.8,17.0,2006,Masculino,2022,Quartzo,Pública,,,Ágata,,6.334,,,
RA-171,2023,FASE 5,5,Fase 7 (3° EM),-2,6.293083333,7.5,7.2,5.0,7.1875,5.2,6.755,5.0,4.5,4.8,6.2,17.0,2006,Masculino,2022,Agata,Pública,,,Ágata,,6.581,,,
RA-160,2023,FASE 5,5,Fase 6 (2° EM),-1,6.598266667,8.8,8.3,2.52,8.125,5.0,7.46,5.0,3.3,3.8,8.0,16.0,2007,Feminino,2021,Agata,Privada - Programa de Apadrinhamento,,Ágata,Ágata,,6.746,,,
